Player,Age,Team,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
Alex Smith,36.0,WAS,QB,8.0,6.0,5-1-0,168.0,252.0,66.7,1582.0,6.0,2.4,8.0,3.2,73.0,43.4,68.0,6.3,5.33,9.4,197.8,78.5,28.2,22.0,139.0,8.03,5.27,4.39,1.0,1.0,AP CPoY-1
Dwayne Haskins,23.0,WAS,QB,7.0,6.0,1-5-0,148.0,241.0,61.4,1439.0,5.0,2.1,7.0,2.9,73.0,37.9,50.0,6.0,5.08,9.7,205.6,73.0,24.8,20.0,141.0,7.66,4.97,4.15,1.0,1.0,
Jimmy Garoppolo,29.0,SFO,QB,6.0,6.0,3-3-0,94.0,140.0,67.1,1096.0,7.0,5.0,5.0,3.6,55.0,49.0,76.0,7.8,7.22,11.7,182.7,92.4,54.0,11.0,77.0,7.28,6.75,6.19,0.0,0.0,
Mike Glennon,31.0,JAX,QB,5.0,5.0,0-5-0,111.0,179.0,62.0,1072.0,7.0,3.9,5.0,2.8,57.0,43.1,46.0,6.0,5.51,9.7,214.4,80.1,29.8,9.0,53.0,4.79,5.42,4.97,0.0,0.0,
Jalen Hurts,22.0,PHI,QB,15.0,4.0,1-3-0,77.0,148.0,52.0,1061.0,6.0,4.1,4.0,2.7,45.0,38.5,81.0,7.2,6.76,13.8,70.7,77.6,33.8,13.0,59.0,8.07,6.22,5.85,0.0,0.0,
Taysom Hill,30.0,NOR,QB/WR,16.0,8.0,3-1-0,88.0,121.0,72.7,928.0,4.0,3.3,2.0,1.7,45.0,45.2,44.0,7.7,7.59,10.5,58.0,98.8,51.1,14.0,87.0,10.37,6.23,6.16,0.0,0.0,
Brandon Allen,28.0,CIN,QB,5.0,5.0,1-4-0,90.0,142.0,63.4,925.0,5.0,3.5,4.0,2.8,42.0,45.6,72.0,6.5,5.95,10.3,185.0,82.0,37.5,7.0,51.0,4.7,5.87,5.33,1.0,1.0,
Joe Flacco,35.0,NYJ,QB,5.0,4.0,0-4-0,74.0,134.0,55.2,864.0,6.0,4.5,3.0,2.2,36.0,41.8,52.0,6.4,6.34,11.7,172.8,80.6,50.3,7.0,69.0,4.96,5.64,5.53,0.0,0.0,
C.J. Beathard,27.0,SFO,QB,6.0,2.0,1-1-0,66.0,104.0,63.5,787.0,6.0,5.8,0.0,0.0,42.0,46.9,49.0,7.6,8.72,11.9,131.2,105.7,46.0,9.0,71.0,7.96,6.34,7.4,0.0,0.0,
Jake Luton,24.0,JAX,QB,3.0,3.0,0-3-0,60.0,110.0,54.5,624.0,2.0,1.8,6.0,5.5,31.0,41.0,73.0,5.7,3.58,10.4,208.0,54.5,32.8,7.0,52.0,5.98,4.89,2.92,0.0,0.0,
Kyle Allen,24.0,WAS,QB,4.0,4.0,1-3-0,60.0,87.0,69.0,610.0,4.0,4.6,1.0,1.1,30.0,46.8,52.0,7.0,7.41,10.2,152.5,99.3,68.2,7.0,44.0,7.45,6.02,6.39,0.0,0.0,
Jeff Driskel,27.0,DEN,QB,3.0,1.0,0-1-0,35.0,64.0,54.7,432.0,3.0,4.7,2.0,3.1,18.0,33.3,45.0,6.8,6.28,12.3,144.0,78.4,36.1,11.0,98.0,14.67,4.45,4.05,0.0,0.0,
Colt McCoy,34.0,NYG,QB,4.0,2.0,1-1-0,40.0,66.0,60.6,375.0,1.0,1.5,1.0,1.5,19.0,36.6,35.0,5.7,5.3,9.4,93.8,75.0,29.7,5.0,24.0,7.04,4.94,4.59,0.0,0.0,
P.J. Walker,25.0,CAR,QB,4.0,1.0,1-0-0,32.0,56.0,57.1,368.0,1.0,1.8,5.0,8.9,17.0,36.7,52.0,6.6,2.91,11.5,92.0,45.8,9.6,4.0,31.0,6.67,5.62,2.2,0.0,0.0,
Mason Rudolph,25.0,PIT,QB,5.0,1.0,0-1-0,25.0,43.0,58.1,324.0,2.0,4.7,1.0,2.3,13.0,36.4,47.0,7.5,7.42,13.0,64.8,87.7,72.7,1.0,8.0,2.27,7.18,7.07,0.0,0.0,
Brett Rypien,24.0,DEN,QB,3.0,1.0,1-0-0,27.0,40.0,67.5,295.0,2.0,5.0,4.0,10.0,12.0,48.8,48.0,7.4,3.88,10.9,98.3,66.1,50.3,1.0,0.0,2.44,7.2,3.78,1.0,1.0,
Chase Daniel,34.0,DET,QB,4.0,0.0,,29.0,43.0,67.4,264.0,1.0,2.3,2.0,4.7,14.0,45.7,28.0,6.1,4.51,9.1,66.0,72.2,15.9,3.0,29.0,6.52,5.11,3.59,0.0,0.0,
